name,latitude,longitude,category,landmark,barangay,city,province
JOLLIBEE,10.665473372219282,122.97408146094622,food,"lopue's east centre",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
JOLLIBEE,10.661475077236569,122.95182193523645,food,"libertad town center","Barangay 40 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
JOLLIBEE,10.651021427885674,122.93568004759072,food,"city mall goldenfields",Singcang-Airport,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Potato Corner",14.313786014355621,121.05120563907955,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"JM Shawarma",8.155167698748627,125.12740328102684,food,"Located in Gaisano Malaybalay","Barangay 7 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Red Ribbon",8.155746116313788,125.12711916016237,food,"beside chowking and greenwich","Barangay 4 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
Andoks,14.316084387098234,121.0629391877238,food,"Near M Lhuiller and Motolite, Carmona River",Maduya,CARMONA,CAVITE
Andoks,14.324669120712521,121.06579727545366,food,"Near The Generic Pharmacy and Nino Marie Clothing Store, Governor's Dr",Maduya,CARMONA,CAVITE
"Angel's Burger",8.05298496062138,125.13546016938632,food,"Sayre Hwy near 7/11","Barangay 2 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Chooks to Go",14.316039431436211,121.06154967958923,food,"Beside Hailey's Cake Shop, Near Andoks Litson","Barangay 4 (Pob.)",CARMONA,CAVITE
"Chooks to Go",14.313751471962965,121.0506054926327,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Kuya J Restaurant ",10.671771497597364,122.94347935054397,food,"sm city bacolod","Barangay 9 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Julie's Bakeshop",8.153675520689909,125.12559172630523,food,"Impalambong, Barangay 10 Basketball Court","Barangay 10 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Julie's Bakeshop",8.113583443535626,125.14017409927209,food,"near St Antony Hermit Spiritual Center","Barangay 2 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Minute Burger",8.157309958478253,125.12564539637087,food,"Sayre Hwy near Jollibee","Barangay 2 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Gong Cha",10.67685740556077,122.94985382061198,food,"ayala malls capitol central","Barangay 9 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Gong Cha",10.672524868585798,122.94447169964607,food,"sm city bacolod","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
KFC,14.070794002656182,121.32595141369119,food,"Near BPI San Pablo and San Pablo Galleria","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
"Pizza Hut",14.071419917551607,121.30173152111563,food,"Located in SM City","Barangay IV-A (Pob.)","SAN PABLO CITY",LAGUNA
"Crispy King",8.152414459746321,125.13383604501504,food,"Terminal, Barangay 9 Covered Court","Barangay 9 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Crispy King",8.055782172181372,125.13629022213684,food,"near RS Drugstore and in front of angels burger","Barangay 2 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Bread Talk",10.673558871898809,122.94554084098546,food,"sm city bacolod","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Bread Talk",10.67750200669342,122.95199960011536,food,"ayala malls capitol central","Barangay 9 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Bread Talk",10.6917060646055,122.96001136002917,food,"robinsons place bacolod","Barangay 27 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
McDonalds,14.072095182131275,121.32794102629923,food,"Near Southstar Drug and beside Philippine Business Bank","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
McDonalds,14.069300662682126,121.32511446364342,food,"Beside ACE MIDTOWN Pharmacy and Cp diagnostic laboratory","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
McDonalds,14.068998467089132,121.32454286647125,food,"Near Cardiola Dental Clinic and La Suerte Gen. Merchandise","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
McDonalds,14.067366580092214,121.32627696870725,food,"Located in Ultimart Mall","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
McDonalds,14.076303336060692,121.31474401963236,food,"Near Youtofu Restaurant Cosico Ave","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
McDonalds,14.04063256193214,121.34275697374235,food,"Near ISUZU GENCARS and Jeffry Vergara Playground","San Ignacio","SAN PABLO CITY",LAGUNA
McDonalds,14.070453265191404,121.30159013816022,food,"Located i SM City","San Rafael","SAN PABLO CITY",LAGUNA
"Burger King",14.070839690315578,121.3095958120902,food,"Near Jefyu Property","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
Wendy's,14.071614765663984,121.30617235712992,food,"Near Taza Mia and YGAMA CCTV Trading","San Rafael","SAN PABLO CITY",LAGUNA
"Yellow Cab Pizza",14.070546276623132,121.30182360653966,food,"Located in SM City","San Rafael","SAN PABLO CITY",LAGUNA
"Greenwich Pizza",14.068339108384702,121.3305551450987,food,"Located in Ultimart Mall","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
"Greenwich Pizza",14.072085612215535,121.30514926206784,food,"Located in SM City","San Rafael","SAN PABLO CITY",LAGUNA
Turks,14.068158988143974,121.32487941465922,food,"Located in San Pablo Shopping Mall by Daisy San Juan","Barangay VII-E (Pob.)","SAN PABLO CITY",LAGUNA
Turks,14.067336829829799,121.3260703154263,food,"Located in Ultimart","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
"Mang Inasal",14.067254438153782,121.32635545222799,food,"Located in Ultimart","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
"Mang Inasal",14.068608390594768,121.2983138926327,food,"Located in SM City","San Rafael","SAN PABLO CITY",LAGUNA
"Mang Inasal",14.070626635621649,121.32482726379695,food,"Near Jollibee San Pablo Plaza","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
"Dunkin Donut",14.07186543192379,121.30270788354683,food,"Located i n SM City","San Rafael","SAN PABLO CITY",LAGUNA
"Dunkin Donut",14.0665856568138,121.29113774329399,food,"Near Caltex Station ","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
"Dunkin Donut",14.06965333403575,121.32484848520593,food,"Near Webstar Tradering","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
Goldilocks,14.067085610190627,121.3262164574872,food,"Near GE Money Bank and beside Abenson home ","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
Goldilocks,14.070714066032096,121.32449385972484,food,"Near 7/11, Jose Rizal ave","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
"Potato Corner",14.068378828430314,121.32678531225693,food,"Near RCBC BRANCH beside Mercury Drug Ultimart","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
"Potato Corner",14.072854932903025,121.31613548036398,food,"Located in Puregold","San Roque","SAN PABLO CITY",LAGUNA
"Potato Corner",14.070873633007334,121.30207231042378,food,"Located in SM City","San Rafael","SAN PABLO CITY",LAGUNA
"Potato Corner",14.08701668563918,121.30900067975197,food,"Near Coffee House and beside Kuya J's Bigsan","Del Remedio","SAN PABLO CITY",LAGUNA
"Potato Corner",14.065849181036093,121.28889451042376,food,"Located in Caltex Station beside Dunkin Donuts","San Francisco","SAN PABLO CITY",LAGUNA
Franks,14.085610967689545,121.31030199859757,food,"Beside Dimsun Panda near SABON Station","Del Remedio","SAN PABLO CITY",LAGUNA
"Dimsum Panda",14.088733146026227,121.31756698148031,food,"Beside Franks near Sabon Station","Del Remedio","SAN PABLO CITY",LAGUNA
"Dimsum Panda",14.07033407478283,121.32464265091622,food,"Near Potato Corner near Gwapitas Fashion Clothing Storew","Barangay VII-C (Pob.)","SAN PABLO CITY",LAGUNA
"Mister Donut",14.073197146722228,121.31649236678017,food,"Located in Puregold","Barangay I-A (Pob.)","SAN PABLO CITY",LAGUNA
"Mister Donut",14.070791686645943,121.32489903794439,food,"Beside Goldilocks and Comedor en la Kamillah","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
"Mister Donut",14.07106727824202,121.30792491655812,food,"Located in Divimart/Puregold","Barangay V-D (Pob.)","SAN PABLO CITY",LAGUNA
"Mister Donut",14.068009631394126,121.32548214048356,food,"Near Estetica Salon and Gem Sees Cakeshop","Barangay III-A (Pob.)","SAN PABLO CITY",LAGUNA
Andoks,14.070384335585484,121.32629102675456,food,"Beside Yui Print Services near Lemon Square Bakery Treats",,"SAN PABLO CITY",LAGUNA
Andoks,14.064492395520794,121.32306455091621,food,"Beside Chooks to go and Marryden Learning Center","Barangay I-A (Pob.)","SAN PABLO CITY",LAGUNA
Andoks,14.08316502679023,121.31115110551346,food,"Near Hae Lynnel Laudry Shop and Msie Pharmacy",Concepcion,"SAN PABLO CITY",LAGUNA
"Chooks to Go",14.069009939992622,121.3254118525686,food,"Near Villarica Pawnshop Beside COSEP Law Office","Barangay VII-C (Pob.)","SAN PABLO CITY",LAGUNA
"Chooks to Go",14.064757879277062,121.3267817742296,food,"Near Crispy King beside CASA VILLANUEVA","Barangay III-C (Pob.)","SAN PABLO CITY",LAGUNA
"Chooks to Go",14.064548532438526,121.3229469282148,food,"Beside Andoks and Friendly Mami House","Barangay III-C (Pob.)","SAN PABLO CITY",LAGUNA
"Dairy Queen",10.670337268150613,122.9436310323939,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Dairy Queen",10.676633531922471,122.95048213609427,food,"Located in Ayala Malls Capitol Central","Barangay 8 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Coffee Project",10.693138955056922,122.97955156231731,food,"Loacted in ALLHOME and near Chicken Deli",Mandalagan,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Pickup Coffee",10.68679139927408,122.96046744904295,food,"Located in North Drive Ramos","Barangay 4 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Pickup Coffee",10.660136163171718,122.96596730060314,food,"Beside PRX Fitness East Walk","Barangay 28 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Chatime,10.692570367233834,122.95992483026961,food,"Located in Robinsons Place","Barangay 5 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Chatime,10.673677530546362,122.94636358189506,food,"Loacted in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"De Original Jamaican Pattie Shop",10.682807032841025,122.9577105678676,food,"Located in HQB Commercial Bldg near Vaporium Vape Haven","Barangay 7 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"24 Chicken",10.68951497200243,122.95856535861681,food,"Located in Food Central near Blinds and Design",Mandalagan,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Max's Restaurant",10.671538911858804,122.94520608506059,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Kettle Korn",10.65948133461226,122.94071945972009,food,"Located in Gaisano Grand Mall","Barangay 39 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Famous Belgian Waffles",10.673600460616182,122.94759239561336,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Famous Belgian Waffles",10.66993108234903,122.97638407972889,food,"Beside Taters American and Otako Monsta","Barangay 39 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Gerry's Grill",10.672747394842782,122.9443636795101,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Avocadoria,10.670712364301918,122.94552232540617,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Avocadoria,10.684334013541005,122.95994188085251,food,"Located in North Drive, PJ Lhuiller Bldg BS Aquino, Riverside",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"JD Bakery Cafe",10.680291347334576,122.96222149670331,food,"Located in Sumbingco building, La Salle Ave, near Watson",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Zagu,10.663549603986748,122.96793181369117,food,"Located in Annex Bldg., Lopue's East Centre, Burgos Avenue Ext. Corner Circumferential Rd",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Zagu,10.670000149687308,122.94375271655815,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Zagu,10.691244165136592,122.95816454755561,food,"Located in Robinsons Place","Barangay 5 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"The Shawarma Shack",10.670206486071729,122.94392947950996,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
LeyLam,10.679097749058325,122.95602045806828,food,"Beside G n G Restobar and Kapihan sa Kilid Dalan","Barangay 5 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
LeyLam,10.67315918446924,122.9489821202303,food,"Located in 888 China Town Square","Barangay 9 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
LeyLam,10.658702988803618,122.93946894478182,food,"Located in Gaisano Grand Mall",Singcang-Airport,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Red Ribbon",10.676830920620949,122.95003013697642,food,"Located in Ayala Malls Capitol Central","Barangay 8 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Red Ribbon",10.664780776149927,122.96898679780668,food,"Near Jollibee Lopues East Center, Burgos ave",Estefania,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Red Ribbon",10.658685637285288,122.93969657545367,food,"Locatd in Gaisano Grand Mall",Singcang-Airport,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Red Ribbon",10.67049807800825,122.94365891042376,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Red Ribbon",10.691149889880306,122.95824149815503,food,"Located in Robinsons Place","Barangay 5 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Angel's Burger",10.636139549582673,122.98520863596474,food,"Neaside Winnie Salon and RJCAVA","Barangay 4 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Angel's Burger",10.670753134122233,123.04562338006495,food,"Near LJ's Daily Grind, Burgos St",Granada,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Angel's Burger",10.67488292549204,122.93067621728085,food,"Near U Wsh Laudry and Liber tea Cream and Tea, San Juan St","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Angel's Burger",10.626864341096084,122.95829187047893,food,"Located in Bacolod homes Royal, Circumferential Rd",Alijis,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Angel's Burger",10.712107238047603,122.95615670993122,food,"Near Banago Elementary School","Barangay 35 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"J.CO Donuts & Coffee",10.673356611503134,122.94424691033399,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Minute Burger",10.694374203132222,122.96290007246341,food,"Near Chooks to go and Palawan Pawnshop",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Minute Burger",10.685338823189584,122.97197045846862,food,"Located in OVY Building, La salle Ave",Mandalagan,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Minute Burger",10.704827263765166,122.9828094040882,food,"Beside D'Urban Cafe, Purok Sawmil Rd",Bata,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Minute Burger",10.648876425714784,122.95292054582971,food,"Beside Palwan Express, Alijis Rd",Alijis,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Minute Burger",10.668111863007493,122.94975853501748,food,"Near Blessed John Learning Center","Barangay 6 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Krispy Kreme",10.67304390823419,122.94520246416708,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Crispy King",10.706517151500215,122.95967009967343,food,"Near Worth Mart Banago",Banago,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Crispy King",10.673331308393719,122.999683187541,food,"Beside Austria BLDG RMG Space Rental and MKC Apartment",Estefania,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Crispy King",10.675587478036201,122.94882983712778,food,"Located in Unit 102, GA Esteban Building, Gatuslao St","Barangay 37 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Crispy King",10.64365383923714,122.96910156130532,food,"Beside Food Kingdom Restaurant",Alijis,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Crispy King",10.601660922639132,122.92893749214711,food,"Beside Wards Cafe, San Juan St",Sum-ag,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Big Mak",10.60733177264764,122.96355541552026,food,"Beside Tambunting Pawnshop","Barangay 9 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Master siomai",10.667265783464888,122.94916882629924,food,"Located in Gaisano Grand Mall Main","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Master siomai",10.660517914881664,122.93002858334022,food,"Located in Gaisano City Mall",Singcang-Airport,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Master siomai",10.673423082933887,122.94813885806828,food,"Located in SM City ","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Master siomai",10.69676458175453,122.9659785559021,food,"Located in CityMall Mandalagan",Mandalagan,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Master siomai",10.661629960209526,122.95188419561333,food,"Located in Savemore Market Libertad Bacolod","Barangay 40 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
CHOWKING,10.698193773118483,122.96792091062194,food,"Located in CityMall Mandalagan, Lacson St, cor GM Cordova Ave (Buri Road)",Mandalagan,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
CHOWKING,10.6791325979533,122.97015250781536,food,"Located in LD Building, 8th St, cor Lacson St","Barangay 7 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
CHOWKING,10.673228451532625,122.93530524933385,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
CHOWKING,10.651129057646852,122.94491828615632,food,"Located in CITYMALL GOLDENFIELDS, Araneta Ave",Singcang-Airport,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
CHOWKING,10.666480715218453,122.97272742839279,food,"Located in Lopues East Center, Circumferential Road, cor Burgos Ave",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
KFC,10.670751092504846,122.94531473697644,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
KFC,10.675558802445133,122.95355448282427,food,"Near Jollibee Lacson","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
KFC,10.691795440449212,122.95959649834822,food,"Located in Robinson Place Northwing",Mandalagan,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
KFC,10.665203223569597,122.96902649094753,food,"Located in Caltex East Bacolod Circumferential Road, corner Burgos Ave",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
McDonalds,10.702107153721215,122.9939519112295,food,"Located in Forbes Hills",Singcang-Airport,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
McDonalds,10.694178096322275,122.9790498472654,food,"Located in GM Cordova Ave (Buri Road)","Barangay 14 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
McDonalds,10.680431638684944,122.96192477947679,food,"Near MedAsia Philippines",Villamonte,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
McDonalds,10.672141076502482,122.9457293698823,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
McDonalds,10.659681152404632,122.93359816370877,food,"Near Dunkin Donut, Aranet ave",Singcang-Airport,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
McDonalds,10.66272365834598,122.96657039927807,food,"Near MC Cafe Upper East","Barangay 9 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
"Pizza Hut",10.671396904055541,122.94467414437706,food,"Located in SM City","Barangay 12 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
